sentence_id	tokens	pos	c_vs_ne	predictions
11773168.0	['Ersfeld', 'is', 'a', 'municipality', 'in', 'the', 'district', 'of', 'Altenkirchen', ',', 'in', 'Rhineland', '-', 'Palatinate', ',', 'Germany', '.']	['PROPN', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT']	['NE', 'O', 'O', 'C', 'O', 'O', 'C', 'O', 'NE', 'O', 'O', 'NE', 'NE', 'NE', 'O', 'NE', 'O']	['B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'O']
2635171.30	['In', 'third', '-', 'person', 'missions', 'and', 'occasionally', 'some', 'other', 'types', ',', 'a', 'PDA', 'is', 'available', '.']	['ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'ADV', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT']	['O', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'C', 'O', 'O', 'NE', 'O', 'O', 'O']	['O', 'B-MEASURE', 'O', 'B-PER', 'B-EVENT', 'O', 'O', 'O', 'O', 'B-PSYCH', 'O', 'O', 'B-ARTIFACT', 'O', 'O', 'O']
157239.114	['He', 'wanted', 'to', 'give', 'the', 'crew', 'a', 'feeling', 'of', 'family', ',', 'with', 'a', 'story', 'featuring', 'overtones', 'of', 'the', 'Joseph', 'Conrad', 'novel', 'Heart', 'of', 'Darkness', '.']	['PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADJ', 'PROPN', 'ADP', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'C', 'O', 'C', 'O', 'C', 'O', 'O', 'O', 'C', 'O', 'C', 'O', 'O', 'NE', 'NE', 'NE', 'NE', 'NE', 'NE', 'O']	['O', 'O', 'O', 'O', 'O', 'B-GROUP', 'O', 'B-PROPERTY', 'O', 'B-GROUP', 'O', 'O', 'O', 'B-MEDIA', 'O', 'B-PROPERTY', 'O', 'O', 'B-PER', 'I-PER', 'B-MEDIA', 'I-MEDIA', 'I-MEDIA', 'I-MEDIA', 'O']
400421.0	['Abbas', 'Kiarostami', '(', 'Persian', ':', 'عباس', 'کیارستمی', '[', 'ʔæbˌbɒːs', 'kijɒːɾostæˈmi', ']', '(', 'listen', ')', ';', '22', 'June', '1940', '–', '4', 'July', '2016', ')', 'was', 'an', 'Iranian', 'film', 'director', ',', 'screenwriter', ',', 'poet', ',', 'photographer', ',', 'and', 'film', 'producer', '.']	['PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'X', 'X', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'PUNCT', 'VERB', 'PUNCT', 'PUNCT', 'NUM', 'PROPN', 'NUM', 'SYM', 'NUM', 'PROPN', 'NUM', 'PUNCT', 'AUX', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT']	['NE', 'NE', 'O', 'NE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'O', 'O', 'O', 'NE', 'C', 'C', 'O', 'C', 'O', 'C', 'O', 'C', 'O', 'O', 'C', 'C', 'O']	['B-PER', 'I-PER', 'O', 'B-GROUP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATETIME', 'I-DATETIME', 'I-DATETIME', 'I-DATETIME', 'B-DATETIME', 'I-DATETIME', 'I-DATETIME', 'O', 'O', 'O', 'B-GROUP', 'B-PER', 'I-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'B-PER', 'I-PER', 'O']
161277.2	"['The', 'Clash', 'recorded', 'the', 'album', 'with', 'producer', 'Guy', 'Stevens', 'at', 'Wessex', 'Sound', 'Studios', 'in', 'London', 'during', 'August', ',', 'September', 'and', 'November', '1979', ',', 'following', 'a', 'change', 'in', 'management', 'and', 'a', 'period', 'of', 'writer', ""'s"", 'block', 'for', 'songwriters', 'Joe', 'Strummer', 'and', 'Mick', 'Jones', '.']"	['DET', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'NUM', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PART', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PUNCT']	['O', 'NE', 'O', 'O', 'C', 'O', 'NE', 'NE', 'NE', 'O', 'NE', 'NE', 'NE', 'O', 'NE', 'O', 'C', 'C', 'C', 'O', 'C', 'C', 'O', 'O', 'O', 'C', 'O', 'C', 'O', 'O', 'C', 'O', 'C', 'C', 'C', 'O', 'NE', 'NE', 'NE', 'O', 'NE', 'NE', 'O']	['O', 'B-ORG', 'O', 'O', 'B-MEDIA', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-ORG', 'B-STRUCT', 'I-STRUCT', 'O', 'B-LOC', 'O', 'B-DATETIME', 'I-DATETIME', 'B-DATETIME', 'I-DATETIME', 'B-DATETIME', 'I-DATETIME', 'O', 'O', 'O', 'B-EVENT', 'O', 'B-EVENT', 'O', 'O', 'B-MEASURE', 'O', 'B-PER', 'O', 'B-PROPERTY', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']
96875.260	['More', 'conventional', 'semaphore', 'signals', 'replaced', 'the', 'discs', 'and', 'crossbars', 'over', 'time', '.']	['ADV', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	['O', 'O', 'C', 'C', 'O', 'O', 'C', 'O', 'C', 'O', 'C', 'O']	['O', 'O', 'B-ARTIFACT', 'B-MEDIA', 'O', 'O', 'B-ARTIFACT', 'O', 'B-ARTIFACT', 'O', 'B-PROPERTY', 'O']
19128.173	"['An', 'extremist', 'ministate', 'in', 'northern', 'Mali', 'is', 'the', 'unexpected', 'result', 'from', 'the', 'collapse', 'of', 'the', 'earlier', 'coup', ""d'etat"", 'by', 'the', 'angry', 'army', 'officers', '.']"	['DET', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']	['O', 'O', 'C', 'O', 'O', 'NE', 'O', 'O', 'O', 'C', 'O', 'O', 'C', 'O', 'O', 'O', 'NE', 'NE', 'O', 'O', 'O', 'NE', 'C', 'O']	['O', 'O', 'B-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-EVENT', 'O', 'O', 'B-EVENT', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']
60921.198	['Despite', 'the', 'strategic', 'predicament', 'of', 'the', 'German', 'army', ',', 'it', 'survived', 'the', 'battle', ',', 'withstood', 'the', 'pressure', 'of', 'the', 'Brusilov', 'Offensive', 'and', 'conquered', 'almost', 'all', 'of', 'Romania', '.']	['ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'CCONJ', 'VERB', 'ADV', 'DET', 'ADP', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'C', 'O', 'O', 'NE', 'NE', 'O', 'O', 'O', 'O', 'C', 'O', 'O', 'O', 'C', 'O', 'O', 'NE', 'NE', 'O', 'O', 'O', 'O', 'O', 'NE', 'O']	['O', 'O', 'O', 'B-PROPERTY', 'O', 'O', 'B-GROUP', 'I-GROUP', 'O', 'O', 'O', 'O', 'B-EVENT', 'O', 'O', 'O', 'B-PROPERTY', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']
255405.205	['All', 'three', 'were', 'born', 'in', 'the', 'Chiswick', 'area', 'of', 'London', ',', 'where', 'Dickinson', 'lived', 'for', 'a', 'few', 'decades', 'beginning', 'in', '1981', '.']	['DET', 'NUM', 'AUX', 'VERB', 'ADP', 'DET', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'SCONJ', 'PROPN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NUM', 'PUNCT']	['O', 'C', 'O', 'O', 'O', 'O', 'NE', 'NE', 'O', 'NE', 'O', 'O', 'NE', 'O', 'O', 'C', 'C', 'C', 'O', 'O', 'C', 'O']	['O', 'B-MEASURE', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'O', 'O', 'B-DATETIME', 'I-DATETIME', 'I-DATETIME', 'I-DATETIME', 'O', 'B-DATETIME', 'O']
34297243.15	"['Reginherus', ""'s"", 'Vikings', 'raided', 'Rouen', 'on', 'their', 'way', 'up', 'the', 'Seine', 'in', '845', ',', 'and', 'in', 'response', 'to', 'the', 'invasion', ',', 'Charles', '—', 'who', 'was', 'determined', 'not', 'to', 'let', 'the', 'royal', 'Abbey', 'of', 'Saint', '-', 'Denis', '(', 'near', 'Paris', ')', 'be', 'destroyed', '—', 'assembled', 'an', 'army', 'which', 'he', 'divided', 'into', 'two', 'parts', ',', 'one', 'for', 'each', 'side', 'of', 'the', 'river', '.']"	['PROPN', 'PART', 'PROPN', 'VERB', 'PROPN', 'ADP', 'PRON', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'NUM', 'PUNCT', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PART', 'PART', 'VERB', 'DET', 'ADJ', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'ADP', 'PROPN', 'PUNCT', 'AUX', 'VERB', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PRON', 'PRON', 'VERB', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'NUM', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	['NE', 'O', 'NE', 'O', 'NE', 'O', 'O', 'C', 'O', 'O', 'NE', 'O', 'C', 'O', 'O', 'O', 'C', 'O', 'O', 'C', 'O', 'NE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NE', 'NE', 'NE', 'NE', 'NE', 'O', 'O', 'NE', 'O', 'O', 'O', 'O', 'O', 'O', 'NE', 'O', 'O', 'O', 'O', 'C', 'C', 'O', 'C', 'O', 'O', 'C', 'O', 'O', 'NE', 'O']	['B-PER', 'O', 'B-GROUP', 'O', 'B-LOC', 'O', 'O', 'B-EVENT', 'O', 'O', 'B-LOC', 'O', 'B-DATETIME', 'O', 'O', 'O', 'B-EVENT', 'O', 'O', 'B-EVENT', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-STRUCT', 'I-STRUCT', 'I-STRUCT', 'I-STRUCT', 'I-STRUCT', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GROUP', 'O', 'O', 'O', 'O', 'B-MEASURE', 'B-PART', 'O', 'B-MEASURE', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O']
180714.61	['The', 'manager', 'of', 'the', 'hall', ',', 'Robert', 'Newman', ',', 'was', 'proposing', 'to', 'run', 'a', 'ten', '-', 'week', 'season', 'of', 'promenade', 'concerts', 'and', ',', 'impressed', 'by', 'Wood', ',', 'invited', 'him', 'to', 'conduct', '.']	['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'AUX', 'VERB', 'PART', 'VERB', 'DET', 'NUM', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'PUNCT', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'VERB', 'PRON', 'PART', 'VERB', 'PUNCT']	['O', 'C', 'O', 'O', 'C', 'O', 'NE', 'NE', 'O', 'O', 'O', 'O', 'O', 'O', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'O', 'O', 'O', 'O', 'NE', 'O', 'O', 'O', 'O', 'O', 'O']	['O', 'B-PER', 'O', 'O', 'B-STRUCT', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATETIME', 'I-DATETIME', 'I-DATETIME', 'I-DATETIME', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']
6666.38	['He', 'granted', 'estates', 'to', 'the', 'Jesuits', 'to', 'promote', 'the', 'establishment', 'of', 'a', 'college', 'in', 'Kolozsvár', '(', 'now', 'Cluj', '-', 'Napoca', 'in', 'Romania', ')', 'on', '5', 'May', '1579', '.']	['PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'PROPN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADV', 'PROPN', 'PUNCT', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'NUM', 'PROPN', 'NUM', 'PUNCT']	['O', 'O', 'C', 'O', 'O', 'NE', 'O', 'O', 'O', 'C', 'O', 'O', 'C', 'O', 'NE', 'O', 'O', 'NE', 'NE', 'NE', 'O', 'NE', 'O', 'O', 'C', 'C', 'C', 'O']	['O', 'O', 'B-ASSET', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-EVENT', 'O', 'O', 'B-GROUP', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'B-DATETIME', 'I-DATETIME', 'I-DATETIME', 'O']
210910.63	['Semper', 'worked', 'in', 'a', 'neoclassical', 'style', 'that', 'was', 'unique', 'to', 'him', ';', 'and', 'the', 'namesake', 'and', 'architect', 'of', 'the', 'Semperoper', 'in', 'Dresden', '.']	['PROPN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']	['NE', 'O', 'O', 'O', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'C', 'O', 'C', 'O', 'O', 'NE', 'O', 'NE', 'O']	['B-PER', 'O', 'O', 'O', 'O', 'B-PROPERTY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'B-STRUCT', 'O', 'B-LOC', 'O']
